feature,coefficient,odds_ratio
categorical__program_code_1_CT_NCFE,-0.35370599542853787,0.7020813521419401
categorical__program_code_1_CN_PUBH,-0.36005049379716403,0.6976410986335273
categorical__program_description_Public Health,-0.36005049379716403,0.6976410986335273
categorical__program_code_1_CT_DMAG,-0.36178613196529563,0.6964312963083321
categorical__program_description_DMAD: Graphic Design,-0.36178613196529563,0.6964312963083321
categorical__program_code_1_AS_FSMC,-0.3681002916219276,0.6920477716146975
categorical__program_code_1_AS_NADT,-0.37266902135545116,0.6888932040539903
categorical__program_code_1_CE_CABP,-0.3835785255292154,0.6814185671941946
categorical__program_description_Baking & Pastry - Basic,-0.3835785255292154,0.6814185671941946
categorical__program_code_1_AS_APCN,-0.38501359506037663,0.6804413854999872
categorical__program_code_1_CT_FAAT,-0.3930702458613235,0.6749813312757602
categorical__program_code_1_CF_AMAP,-0.3957192757659941,0.673195651747581
categorical__program_description_Music: MIDI Applications,-0.40071810204711267,0.6698388606291509
categorical__program_code_1_AAT_SPAN,-0.40298073833572506,0.668324972250825
categorical__program_description_Spanish,-0.40298073833572506,0.668324972250825
categorical__program_code_1_CN_KINAT,-0.4041788286897215,0.6675247380204152
categorical__program_description_Athletic Training Level 1,-0.4041788286897215,0.6675247380204152
categorical__gender_M,-0.4250195662519755,0.6537569934306406
categorical__ethnicity_detail_Hispanic - Latino,-0.42629260699432636,0.6529252636676715
categorical__program_description_Computer Information Systems,-0.43459685756026945,0.647525659540106
categorical__residency_California Resident,-0.4409428475435311,0.6434294790974211
categorical__program_code_1_AA_ENGL,-0.4471800960050881,0.6394287393428857
categorical__ethnicity_detail_Pacific Islander - Samoan,-0.44913992140940473,0.63817679784936
categorical__ethnicity_detail_Hispanic - Central American,-0.4572729859951446,0.6330075142881031
categorical__attendance_status_PT,-0.458574454387919,0.6321842108837583
categorical__education_goal_Uncollected,-0.4644534156541103,0.6284785278514168
categorical__program_description_Apparel Construction,-0.47229336211810496,0.6235705541039318
categorical__program_description_CIS: Web Design,-0.4760259245517447,0.6212473764789374
categorical__program_code_1_CE_CSWD,-0.4760259245517447,0.6212473764789374
categorical__program_description_Manufacturing Tech: Machinist,-0.4877437435083763,0.6140101969832157
categorical__program_code_1_AA_MCOM,-0.49181165227167734,0.611517532924494
categorical__program_description_Mass Comm/Media Studies,-0.49181165227167734,0.611517532924494
categorical__program_code_1_CN_RE,-0.5160637001122109,0.5968653710722686
categorical__high_school_feeder_Unknown,-0.5217885703148404,0.5934581565306424
categorical__program_description_AMT: Airframe & Powerplant,-0.5300645516809507,0.5885669754644549
categorical__program_description_Orange Coast General Admit,-0.5461881068985522,0.5791532784067128
categorical__program_code_1_GEN_ADMIT,-0.5461881068985522,0.5791532784067128
categorical__program_code_1_CN_MKGN,-0.5603831904531545,0.5709902239201562
categorical__program_code_1_AS_RSPC,-0.5688143551564714,0.5661963486716954
categorical__program_description_Respiratory Care,-0.5688143551564714,0.5661963486716954
categorical__program_code_1_CN_ELCH,-0.5745192216972959,0.5629754701431172
categorical__program_description_Electronic-Mechanical Tech,-0.5745192216972959,0.5629754701431172
categorical__district_status_Unknown,-0.5754199016976271,0.5624686376776776
categorical__attendance_status_WD,-0.5978699468165447,0.5499818799649852
categorical__program_description_Real Estate Broker,-0.6442582644616476,0.5250518473226239
categorical__ipeds_ethnicity_Pacific Islander,-0.6543909877976203,0.5197585054906072
categorical__program_description_Entrepreneurship,-0.673257320910813,0.5100444904404805
categorical__program_code_1_CE_BAEN,-0.673257320910813,0.5100444904404805
categorical__program_description_Interior Design: Merchandising,-0.691316877168717,0.5009159897094353
categorical__program_code_1_CN_IDIM,-0.691316877168717,0.5009159897094353
categorical__education_goal_Improve basic skills,-0.8294305636133832,0.43629765936113707
categorical__education_goal_Complete credits for GED/HS,-0.893816730189433,0.4090913778409036
categorical__residency_Foreign,-1.094492306520011,0.3347094936473891
categorical__ethnicity_detail_Asian - Cambodian,-1.3299585165036685,0.2644882329688929
